6	2	2	0	0	0	0	2212	NA	NA	NA	NA	['b']	3	['1']	1.51681819896	Incorrect. The correct category is 'B'.	6.01651718305	9.53314429627	3.5	9.53314792802	11.5331149629	2	13.5230701109	15.5225127775	2	11.541911891	13.5230645236	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2212', '1112', '1122', '2122', '2222', '1111', '1212', '2121', '2111', '1211', '2112', '2211', '1121', '1221', '2221', '1222']	
6	2	2	0	1	0	1	1112	NA	NA	NA	NA	['a']	3	['1']	1.25944107422	Correct. The correct category is 'A'.	15.529837172	19.0389147224	3.5	19.0389183541	20.0388147097	1	22.0390217192	25.0384157763	3	20.0444366533	22.0390158526	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2212', '1112', '1122', '2122', '2222', '1111', '1212', '2121', '2111', '1211', '2112', '2211', '1121', '1221', '2221', '1222']	
6	2	2	0	2	0	2	1122	NA	NA	NA	NA	['a']	3	['1']	1.22474783806	Correct. The correct category is 'A'.	25.0470833584	28.5548174419	3.5	28.554821353	29.554707372	1	31.5549303054	34.5543006164	3	29.5601636521	31.5549244387	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2212', '1112', '1122', '2122', '2222', '1111', '1212', '2121', '2111', '1211', '2112', '2211', '1121', '1221', '2221', '1222']	
6	2	2	0	3	0	3	2122	NA	NA	NA	NA	['a']	3	['2']	1.05963830599	Incorrect. The correct category is 'A'.	34.5614392332	38.0707000471	3.5	38.0707039582	41.070436047	3	43.0706486439	45.070110028	2	41.0761412414	43.0706436153	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2212', '1112', '1122', '2122', '2222', '1111', '1212', '2121', '2111', '1211', '2112', '2211', '1121', '1221', '2221', '1222']	
6	2	2	0	4	0	4	2222	NA	NA	NA	NA	['b']	3	['1']	1.94132578303	Incorrect. The correct category is 'B'.	45.078675083	48.5865136491	3.5	48.5865172808	50.5863289887	2	52.5865373951	54.5860043665	2	50.5919428307	52.5865318078	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2212', '1112', '1122', '2122', '2222', '1111', '1212', '2121', '2111', '1211', '2112', '2211', '1121', '1221', '2221', '1222']	
6	2	2	0	5	0	5	1111	NA	NA	NA	NA	['a']	3	['1']	1.55939539802	Correct. The correct category is 'A'.	54.5933377007	58.1024158098	3.5	58.1024191622	60.102233105	2	62.1024711241	63.1019881018	1	60.1077357597	62.1024652575	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2212', '1112', '1122', '2122', '2222', '1111', '1212', '2121', '2111', '1211', '2112', '2211', '1121', '1221', '2221', '1222']	
6	2	2	0	6	0	6	1212	NA	NA	NA	NA	['b']	3	['2']	0.908153969292	Correct. The correct category is 'B'.	63.1105903125	66.6183813865	3.5	66.6183844595	68.6182009166	2	70.6184163071	73.6177930435	3	68.6237239649	70.6184107198	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2212', '1112', '1122', '2122', '2222', '1111', '1212', '2121', '2111', '1211', '2112', '2211', '1121', '1221', '2221', '1222']	
6	2	2	0	7	0	7	2121	NA	NA	NA	NA	['a']	3	['1']	1.12621687952	Correct. The correct category is 'A'.	73.6250353048	77.1341958266	3.5	77.1341988996	80.1339407662	3	82.1341399535	83.1336871027	1	80.1394397891	82.1341343662	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2212', '1112', '1122', '2122', '2222', '1111', '1212', '2121', '2111', '1211', '2112', '2211', '1121', '1221', '2221', '1222']	
6	2	2	0	8	0	8	2111	NA	NA	NA	NA	['a']	3	['1']	1.00829993756	Correct. The correct category is 'A'.	83.1423284244	86.6500887683	3.5	86.6500926794	88.6499074603	2	90.6501194984	91.649673073	1	88.6556612642	90.6501136318	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2212', '1112', '1122', '2122', '2222', '1111', '1212', '2121', '2111', '1211', '2112', '2211', '1121', '1221', '2221', '1222']	
6	2	2	1	0	1	0	2221	NA	NA	NA	NA	['b']	2	['2']	1.1929904499	Correct. The correct category is 'B'.	91.6567985596	95.1661197163	3.5	95.1661230687	98.1660853544	3	100.166462777	101.166066078	1	98.1715592345	100.16645691	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2221', '1112', '2122', '1111', '1221', '2112', '1121', '2211', '1122', '2222', '1211', '2121', '1222', '1212', '2111', '2212']	
6	2	2	1	1	1	1	1112	NA	NA	NA	NA	['a']	2	['1']	0.658635664586	Correct. The correct category is 'A'.	101.174297292	104.682738169	3.5	104.682741522	105.682714703	1	107.683087934	109.682706042	2	105.688293345	107.683082347	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2221', '1112', '2122', '1111', '1221', '2112', '1121', '2211', '1122', '2222', '1211', '2121', '1222', '1212', '2111', '2212']	
6	2	2	1	2	1	2	2122	NA	NA	NA	NA	['b']	2	['1']	0.709461956758	Incorrect. The correct category is 'B'.	109.690101954	113.199380368	3.5	113.199383721	116.199338463	3	118.199723708	120.199320025	2	116.204961524	118.199718121	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2221', '1112', '2122', '1111', '1221', '2112', '1121', '2211', '1122', '2222', '1211', '2121', '1222', '1212', '2111', '2212']	
6	2	2	1	3	1	3	1111	NA	NA	NA	NA	['a']	2	['1']	2.059658979	Correct. The correct category is 'A'.	120.206507531	123.715993513	3.5	123.715997145	126.715961945	3	128.716349704	130.715944904	2	126.721530809	128.716344116	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2221', '1112', '2122', '1111', '1221', '2112', '1121', '2211', '1122', '2222', '1211', '2121', '1222', '1212', '2111', '2212']	
6	2	2	1	4	1	4	1221	NA	NA	NA	NA	['b']	2	['1']	0.925040473023	Incorrect. The correct category is 'B'.	130.724435648	134.232628449	3.5	134.23263236	137.232594366	3	139.23301062	140.232583191	1	137.238295091	139.233005033	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2221', '1112', '2122', '1111', '1221', '2112', '1121', '2211', '1122', '2222', '1211', '2121', '1222', '1212', '2111', '2212']	
6	2	2	1	5	1	5	2112	NA	NA	NA	NA	['a']	2	['1']	2.57657411766	Correct. The correct category is 'A'.	140.239741364	143.749249136	3.5	143.749252768	145.749228743	2	147.749593314	150.749199689	3	145.754765201	147.749587727	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2221', '1112', '2122', '1111', '1221', '2112', '1121', '2211', '1122', '2222', '1211', '2121', '1222', '1212', '2111', '2212']	
6	2	2	1	6	1	6	1121	NA	NA	NA	NA	['b']	2	['2']	0.576065114419	Correct. The correct category is 'B'.	150.756666839	154.265881558	3.5	154.265885469	156.265848313	2	158.266212885	161.265831551	3	156.272505025	158.266207577	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2221', '1112', '2122', '1111', '1221', '2112', '1121', '2211', '1122', '2222', '1211', '2121', '1222', '1212', '2111', '2212']	
6	2	2	1	7	1	7	2211	NA	NA	NA	NA	['a']	2	['2']	0.65962266154	Incorrect. The correct category is 'A'.	161.273062638	164.782496937	3.5	164.78250029	165.782474309	1	167.78286095	169.78245615	2	165.788313599	167.782855363	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2221', '1112', '2122', '1111', '1221', '2112', '1121', '2211', '1122', '2222', '1211', '2121', '1222', '1212', '2111', '2212']	
6	2	2	1	8	1	8	1122	NA	NA	NA	NA	['b']	2	['2']	1.19174559895	Correct. The correct category is 'B'.	169.790903592	173.299133549	3.5	173.299137181	175.299110921	2	177.299478844	179.299086057	2	175.304627264	177.299473257	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2221', '1112', '2122', '1111', '1221', '2112', '1121', '2211', '1122', '2222', '1211', '2121', '1222', '1212', '2111', '2212']	
6	2	2	1	9	1	9	2222	NA	NA	NA	NA	['b']	2	['2']	0.976365152554	Correct. The correct category is 'B'.	179.30624814	182.815761221	3.5	182.815765132	183.815735519	1	185.816121043	188.815716243	3	183.821243761	185.816115177	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2221', '1112', '2122', '1111', '1221', '2112', '1121', '2211', '1122', '2222', '1211', '2121', '1222', '1212', '2111', '2212']	
6	2	2	1	10	1	10	1211	NA	NA	NA	NA	['a']	2	['1']	0.784689953613	Correct. The correct category is 'A'.	188.823930416	192.324868943	3.5	192.324872016	193.324768092	1	195.324978733	196.324533425	1	193.33042328	195.324973425	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2221', '1112', '2122', '1111', '1221', '2112', '1121', '2211', '1122', '2222', '1211', '2121', '1222', '1212', '2111', '2212']	
6	2	2	1	11	1	11	2121	NA	NA	NA	NA	['b']	2	['2']	1.26765804034	Correct. The correct category is 'B'.	196.331572868	199.832360258	3.5	199.832364169	200.832335115	1	202.832703598	205.83231528	3	200.837831344	202.832697731	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2221', '1112', '2122', '1111', '1221', '2112', '1121', '2211', '1122', '2222', '1211', '2121', '1222', '1212', '2111', '2212']	
6	2	2	2	0	2	0	1211	NA	NA	NA	NA	['b']	5	['1']	0.832968715295	Incorrect. The correct category is 'B'.	205.84091805	209.356827753	3.5	209.356831385	210.356733328	1	212.35693922	215.35633216	3	210.362451932	212.356933912	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['1211', '2122', '1111', '1122', '1222', '2222', '1212', '2211', '2212', '1112', '2221', '1121', '2121', '1221', '2111', '2112']	
6	2	2	2	1	2	1	2122	NA	NA	NA	NA	['a']	5	['1']	0.943143332461	Correct. The correct category is 'A'.	215.363284719	218.872723768	3.5	218.872727679	219.872619844	1	221.872836073	223.87230025	2	219.878505508	221.872830485	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['1211', '2122', '1111', '1122', '1222', '2222', '1212', '2211', '2212', '1112', '2221', '1121', '2121', '1221', '2111', '2112']	
6	2	2	2	2	2	2	1111	NA	NA	NA	NA	['b']	5	['2']	1.86836008487	Correct. The correct category is 'B'.	223.880756632	227.382263109	3.5	227.382266461	228.382239083	1	230.388828189	231.388366119	1	228.387777217	230.388822602	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['1211', '2122', '1111', '1122', '1222', '2222', '1212', '2211', '2212', '1112', '2221', '1121', '2121', '1221', '2111', '2112']	
6	2	2	2	3	2	3	1122	NA	NA	NA	NA	['a']	5	['1']	1.20961015995	Correct. The correct category is 'A'.	231.395520939	234.904761918	3.5	234.90476527	236.904579493	2	238.904798236	239.904336166	1	236.910119862	238.904792369	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['1211', '2122', '1111', '1122', '1222', '2222', '1212', '2211', '2212', '1112', '2221', '1121', '2121', '1221', '2111', '2112']	
6	2	2	2	4	2	4	1222	NA	NA	NA	NA	['a']	5	['1']	1.09113588459	Correct. The correct category is 'A'.	239.913309652	243.420740345	3.5	243.420743419	246.420478022	3	248.420711571	250.420153679	2	246.426026213	248.420706263	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['1211', '2122', '1111', '1122', '1222', '2222', '1212', '2211', '2212', '1112', '2221', '1121', '2121', '1221', '2111', '2112']	
6	2	2	3	0	3	0	2112	NA	NA	NA	NA	['b']	1	['2']	0.876034244575	Correct. The correct category is 'B'.	250.427591496	253.936567357	3.5	253.936570709	256.936297211	3	258.936527687	260.935975662	2	256.942016094	258.936521541	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2112', '1122', '2211', '2212', '1221', '2111', '1211', '1112', '1121', '1111', '2222', '2122', '2221', '1212', '1222', '2121']	
6	2	2	3	1	3	1	1122	NA	NA	NA	NA	['b']	1	['1']	0.858023575624	Incorrect. The correct category is 'B'.	260.944750799	264.452378724	3.5	264.452382635	266.452195181	2	268.452415321	271.451790661	3	266.458003741	268.452409454	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2112', '1122', '2211', '2212', '1221', '2111', '1211', '1112', '1121', '1111', '2222', '2122', '2221', '1212', '1222', '2121']	
6	2	2	3	2	3	2	2211	NA	NA	NA	NA	['a']	1	['1']	1.32608753347	Correct. The correct category is 'A'.	271.459120363	274.968193164	3.5	274.968196796	277.96793112	3	279.968148466	280.967688072	1	277.973560047	279.968142599	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2112', '1122', '2211', '2212', '1221', '2111', '1211', '1112', '1121', '1111', '2222', '2122', '2221', '1212', '1222', '2121']	
6	2	2	3	3	3	3	2212	NA	NA	NA	NA	['b']	1	['1']	1.14105647505	Incorrect. The correct category is 'B'.	280.976720784	284.484093369	3.5	284.484097001	287.48383775	3	289.484047833	290.483594423	1	287.49001144	289.484041407	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2112', '1122', '2211', '2212', '1221', '2111', '1211', '1112', '1121', '1111', '2222', '2122', '2221', '1212', '1222', '2121']	
6	2	2	3	4	3	4	1221	NA	NA	NA	NA	['a']	1	['1']	1.00953473137	Correct. The correct category is 'A'.	290.490835288	293.99999553	3.5	293.999999162	296.999737397	3	298.999949714	299.999487924	1	297.005349283	298.999943848	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2112', '1122', '2211', '2212', '1221', '2111', '1211', '1112', '1121', '1111', '2222', '2122', '2221', '1212', '1222', '2121']	
6	2	2	3	5	3	5	2111	NA	NA	NA	NA	['a']	1	['2']	0.524449615805	Incorrect. The correct category is 'A'.	300.00867736	303.515898808	3.5	303.515902719	305.515715545	2	307.515917526	310.515305716	3	305.521726365	307.515911939	2.0	246.15388101	0	[2, 1, 4, 0, 6, 7, 5, 3]	['2112', '1122', '2211', '2212', '1221', '2111', '1211', '1112', '1121', '1111', '2222', '2122', '2221', '1212', '1222', '2121']	
